referrer,views_total,views_unique
systemsomicslab.github.io,1507,616
Bing,158,58
Google,113,38
nature.com,63,4
github.com,57,17
gpt.chesspnt.com,18,2
zenodo.org,14,4
mzmine-ms-dial-gsoc.github.io,8,1
copilot.microsoft.com,6,2
statics.teams.cdn.office.net,5,4
