referrer,views_total,views_unique
systemsomicslab.github.io,2367,573
Google,115,31
github.com,80,17
prime.psc.riken.jp,27,8
Bing,24,10
zenodo.org,12,4
cn.bing.com,10,4
DuckDuckGo,1,1
