referrer,views_total,views_unique
systemsomicslab.github.io,1905,782
Google,189,63
Bing,73,33
github.com,61,25
chatgpt.com,18,11
enauczanie.pg.edu.pl,7,5
Yahoo,7,2
doubao.com,6,2
statics.teams.cdn.office.net,6,2
learn.inha.ac.kr,4,3
