time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-31 00:00:00+00:00,5.0,4.0,254,111
2025-04-01 00:00:00+00:00,50.0,8.0,355,116
2025-04-02 00:00:00+00:00,14.0,10.0,271,110
2025-04-03 00:00:00+00:00,13.0,8.0,292,111
2025-04-04 00:00:00+00:00,30.0,8.0,374,126
2025-04-05 00:00:00+00:00,11.0,8.0,98,42
2025-04-06 00:00:00+00:00,9.0,6.0,131,46
2025-04-07 00:00:00+00:00,5.0,4.0,377,155
2025-04-08 00:00:00+00:00,15.0,6.0,322,157
2025-04-09 00:00:00+00:00,14.0,6.0,335,141
2025-04-10 00:00:00+00:00,7.0,5.0,384,147
2025-04-11 00:00:00+00:00,3.0,3.0,295,136
2025-04-12 00:00:00+00:00,5.0,4.0,83,41
2025-04-13 00:00:00+00:00,,,88,43
