referrer,views_total,views_unique
systemsomicslab.github.io,1732,764
Google,197,68
github.com,163,24
Bing,100,49
chatgpt.com,22,13
Yahoo,15,6
DuckDuckGo,10,7
claude.ai,9,1
yandex.ru,6,3
zenodo.org,6,3
