referrer,views_total,views_unique
systemsomicslab.github.io,1726,740
Google,193,67
github.com,181,28
Bing,108,47
chatgpt.com,14,9
Yahoo,14,5
DuckDuckGo,10,7
claude.ai,9,1
zenodo.org,7,4
yandex.ru,6,3
