referrer,views_total,views_unique
systemsomicslab.github.io,1540,589
Bing,179,55
cn.bing.com,165,74
Google,123,50
github.com,74,16
DuckDuckGo,10,4
zenodo.org,8,4
nature.com,7,3
prime.psc.riken.jp,7,2
chatgpt.com,4,4
