referrer,views_total,views_unique
systemsomicslab.github.io,1802,605
Bing,234,80
Google,183,65
cn.bing.com,168,78
github.com,71,17
nature.com,27,5
yandex.ru,27,3
chatgpt.com,23,6
DuckDuckGo,18,4
oods.univie.ac.at,10,2
