referrer,views_total,views_unique
systemsomicslab.github.io,1601,630
Google,211,85
github.com,113,29
Bing,57,29
chatgpt.com,14,6
nature.com,13,4
prime.psc.riken.jp,7,3
yandex.ru,3,1
DuckDuckGo,2,2
ecosia.org,2,1
