time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-24 00:00:00+00:00,137,65,105,52
2026-05-25 00:00:00+00:00,139,65,234,109
2026-05-26 00:00:00+00:00,395,135,182,100
2026-05-27 00:00:00+00:00,365,119,255,111
2026-05-28 00:00:00+00:00,242,101,285,102
2026-05-29 00:00:00+00:00,103,48,242,114
2026-05-30 00:00:00+00:00,116,51,115,45
2026-05-31 00:00:00+00:00,150,62,95,47
2026-06-01 00:00:00+00:00,115,60,214,107
2026-06-02 00:00:00+00:00,99,52,197,109
2026-06-03 00:00:00+00:00,121,56,234,91
2026-06-04 00:00:00+00:00,163,83,193,95
2026-06-05 00:00:00+00:00,90,38,371,125
2026-06-06 00:00:00+00:00,163,80,87,48
