referrer,views_total,views_unique
prime.psc.riken.jp,1453,461
Google,64,17
github.com,22,11
cn.bing.com,15,6
Bing,8,5
chat.openai.com,5,3
biorxiv.org,1,1
systemsomicslab.github.io,1,1
t.co,1,1
DuckDuckGo,1,1
