referrer,views_total,views_unique
systemsomicslab.github.io,3433,728
Google,173,47
github.com,80,15
Bing,40,8
prime.psc.riken.jp,34,16
cn.bing.com,4,3
Baidu,3,2
statics.teams.cdn.office.net,2,2
zenodo.org,1,1
mail.google.com,1,1
