time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-08 00:00:00+00:00,121,52,353,156
2026-05-09 00:00:00+00:00,128,58,182,75
2026-05-10 00:00:00+00:00,131,58,125,48
2026-05-11 00:00:00+00:00,118,58,261,106
2026-05-12 00:00:00+00:00,105,51,272,115
2026-05-13 00:00:00+00:00,123,52,371,129
2026-05-14 00:00:00+00:00,131,60,269,130
2026-05-15 00:00:00+00:00,118,48,245,114
2026-05-16 00:00:00+00:00,126,58,108,58
2026-05-17 00:00:00+00:00,117,49,130,55
2026-05-18 00:00:00+00:00,162,64,268,117
2026-05-19 00:00:00+00:00,101,47,194,117
2026-05-20 00:00:00+00:00,109,54,251,117
2026-05-21 00:00:00+00:00,325,74,216,106
