time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-19 00:00:00+00:00,407,125,388,145
2026-03-20 00:00:00+00:00,207,75,409,192
2026-03-21 00:00:00+00:00,120,48,208,82
2026-03-22 00:00:00+00:00,93,39,135,57
2026-03-23 00:00:00+00:00,214,47,441,193
2026-03-24 00:00:00+00:00,100,36,435,210
2026-03-25 00:00:00+00:00,97,47,367,164
2026-03-26 00:00:00+00:00,89,37,389,181
2026-03-27 00:00:00+00:00,101,44,326,164
2026-03-28 00:00:00+00:00,101,46,151,72
2026-03-29 00:00:00+00:00,111,43,130,70
2026-03-30 00:00:00+00:00,111,65,398,201
2026-03-31 00:00:00+00:00,103,50,385,160
2026-04-01 00:00:00+00:00,202,75,571,159
