referrer,views_total,views_unique
systemsomicslab.github.io,2386,900
Google,182,82
Bing,104,57
github.com,47,15
chatgpt.com,9,8
nature.com,8,5
statics.teams.cdn.office.net,6,4
yandex.ru,6,1
ecosia.org,3,2
search.brave.com,3,2
