referrer,views_total,views_unique
systemsomicslab.github.io,1596,741
Google,152,78
Bing,91,39
github.com,74,29
chatgpt.com,20,12
enauczanie.pg.edu.pl,6,3
statics.teams.cdn.office.net,6,3
nature.com,5,2
learn.inha.ac.kr,4,3
prime.psc.riken.jp,4,1
