referrer,views_total,views_unique
systemsomicslab.github.io,1547,651
github.com,125,27
Google,115,71
Bing,70,31
chatgpt.com,24,13
teams.public.onecdn.static.microsoft,22,8
server10.head.kumika.local,15,1
statics.teams.cdn.office.net,15,1
DuckDuckGo,11,2
claude.ai,10,3
