referrer,views_total,views_unique
systemsomicslab.github.io,3803,767
Google,144,39
github.com,90,15
prime.psc.riken.jp,40,22
Bing,20,8
usc-excel.officeapps.live.com,10,2
cn.bing.com,6,2
github-com.translate.goog,6,1
t.co,3,2
alidocs.dingtalk.com,3,1
