referrer,views_total,views_unique
systemsomicslab.github.io,1328,649
Google,184,84
Bing,85,48
github.com,78,27
chatgpt.com,21,9
DuckDuckGo,6,3
statics.teams.cdn.office.net,6,3
github.akams.cn,4,1
nature.com,2,2
doubao.com,2,1
