referrer,views_total,views_unique
systemsomicslab.github.io,1649,710
Google,142,74
github.com,86,25
Bing,62,27
chatgpt.com,26,18
teams.public.onecdn.static.microsoft,14,7
server10.head.kumika.local,8,1
Baidu,5,4
DuckDuckGo,5,2
nature.com,4,3
