time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-10 00:00:00+00:00,3.0,3.0,282,87
2025-01-11 00:00:00+00:00,4.0,3.0,166,43
2025-01-12 00:00:00+00:00,1.0,1.0,73,33
2025-01-13 00:00:00+00:00,7.0,5.0,312,116
2025-01-14 00:00:00+00:00,1.0,1.0,362,131
2025-01-15 00:00:00+00:00,3.0,3.0,290,111
2025-01-16 00:00:00+00:00,3.0,3.0,336,112
2025-01-17 00:00:00+00:00,,,267,91
2025-01-18 00:00:00+00:00,3.0,2.0,99,28
2025-01-19 00:00:00+00:00,2.0,2.0,77,35
2025-01-20 00:00:00+00:00,5.0,3.0,443,115
2025-01-21 00:00:00+00:00,2.0,2.0,351,127
2025-01-22 00:00:00+00:00,1.0,1.0,216,86
2025-01-23 00:00:00+00:00,2.0,2.0,304,117
