time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-09 00:00:00+00:00,18,10,412,152
2025-12-10 00:00:00+00:00,7,5,358,135
2025-12-11 00:00:00+00:00,63,19,358,129
2025-12-12 00:00:00+00:00,13,9,280,122
2025-12-13 00:00:00+00:00,9,4,153,56
2025-12-14 00:00:00+00:00,15,7,104,53
2025-12-15 00:00:00+00:00,196,18,309,145
2025-12-16 00:00:00+00:00,92,32,408,153
2025-12-17 00:00:00+00:00,100,43,312,144
2025-12-18 00:00:00+00:00,157,54,461,155
2025-12-19 00:00:00+00:00,92,38,216,120
2025-12-20 00:00:00+00:00,117,43,122,42
2025-12-21 00:00:00+00:00,114,39,91,48
2025-12-22 00:00:00+00:00,88,29,207,93
