time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-06 00:00:00+00:00,163,80,87,48
2026-06-07 00:00:00+00:00,122,49,167,51
2026-06-08 00:00:00+00:00,386,70,283,123
2026-06-09 00:00:00+00:00,107,49,329,131
2026-06-10 00:00:00+00:00,185,94,284,115
2026-06-11 00:00:00+00:00,99,47,327,179
2026-06-12 00:00:00+00:00,126,59,314,118
2026-06-13 00:00:00+00:00,148,70,149,67
2026-06-14 00:00:00+00:00,298,61,80,39
2026-06-15 00:00:00+00:00,151,66,320,128
2026-06-16 00:00:00+00:00,94,44,189,98
2026-06-17 00:00:00+00:00,188,76,325,118
2026-06-18 00:00:00+00:00,184,74,305,125
2026-06-19 00:00:00+00:00,123,49,211,79
