time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-09 00:00:00+00:00,27,7,294,116
2025-05-10 00:00:00+00:00,19,8,114,52
2025-05-11 00:00:00+00:00,6,4,112,40
2025-05-12 00:00:00+00:00,5,5,334,113
2025-05-13 00:00:00+00:00,14,8,427,135
2025-05-14 00:00:00+00:00,9,8,486,151
2025-05-15 00:00:00+00:00,5,5,561,168
2025-05-16 00:00:00+00:00,5,5,375,118
2025-05-17 00:00:00+00:00,7,6,62,34
2025-05-18 00:00:00+00:00,1,1,85,38
2025-05-19 00:00:00+00:00,23,4,359,119
2025-05-20 00:00:00+00:00,11,8,511,174
2025-05-21 00:00:00+00:00,56,9,515,148
2025-05-22 00:00:00+00:00,27,6,382,130
