referrer,views_total,views_unique
systemsomicslab.github.io,1915,705
Google,208,54
github.com,46,18
Bing,23,10
prime.psc.riken.jp,21,3
chatgpt.com,17,7
cn.bing.com,14,7
statics.teams.cdn.office.net,10,3
zenodo.org,4,3
nature.com,4,3
