referrer,views_total,views_unique
systemsomicslab.github.io,1467,710
github.com,95,27
Google,80,54
Bing,52,29
chatgpt.com,51,19
statics.teams.cdn.office.net,12,3
teams.public.onecdn.static.microsoft,8,4
zenodo.org,5,4
Yahoo,5,2
chat.zalo.me,3,1
