referrer,views_total,views_unique
systemsomicslab.github.io,1984,629
Google,184,58
github.com,131,17
Bing,41,11
biorxiv.org,35,2
prime.psc.riken.jp,19,5
nature.com,18,9
cn.bing.com,18,8
zenodo.org,8,3
com.google.android.gm,5,1
