time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-31 00:00:00+00:00,3.0,3.0,86,41
2025-09-01 00:00:00+00:00,9.0,8.0,245,114
2025-09-02 00:00:00+00:00,6.0,6.0,281,125
2025-09-03 00:00:00+00:00,4.0,4.0,263,111
2025-09-04 00:00:00+00:00,16.0,12.0,313,148
2025-09-05 00:00:00+00:00,26.0,8.0,321,112
2025-09-06 00:00:00+00:00,5.0,5.0,80,40
2025-09-07 00:00:00+00:00,6.0,6.0,64,35
2025-09-08 00:00:00+00:00,15.0,5.0,266,110
2025-09-09 00:00:00+00:00,6.0,3.0,378,145
2025-09-10 00:00:00+00:00,13.0,11.0,336,132
2025-09-11 00:00:00+00:00,6.0,6.0,359,129
2025-09-12 00:00:00+00:00,9.0,7.0,306,128
2025-09-13 00:00:00+00:00,,,88,49
