referrer,views_total,views_unique
systemsomicslab.github.io,2057,654
Google,192,59
github.com,131,17
Bing,41,11
biorxiv.org,35,2
cn.bing.com,23,10
prime.psc.riken.jp,19,5
nature.com,18,9
zenodo.org,7,2
com.google.android.gm,5,1
