time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-21 00:00:00+00:00,8.0,8.0,274,128
2025-07-22 00:00:00+00:00,6.0,5.0,367,160
2025-07-23 00:00:00+00:00,12.0,11.0,426,145
2025-07-24 00:00:00+00:00,12.0,11.0,317,132
2025-07-25 00:00:00+00:00,4.0,4.0,291,115
2025-07-26 00:00:00+00:00,1.0,1.0,126,45
2025-07-27 00:00:00+00:00,4.0,4.0,147,31
2025-07-28 00:00:00+00:00,11.0,6.0,311,118
2025-07-29 00:00:00+00:00,10.0,10.0,498,131
2025-07-30 00:00:00+00:00,8.0,7.0,290,124
2025-07-31 00:00:00+00:00,10.0,10.0,450,129
2025-08-01 00:00:00+00:00,3.0,3.0,259,115
2025-08-02 00:00:00+00:00,4.0,4.0,158,51
2025-08-03 00:00:00+00:00,,,217,50
