referrer,views_total,views_unique
systemsomicslab.github.io,1799,591
Google,238,59
github.com,27,14
Bing,18,7
chatgpt.com,15,3
nature.com,13,6
summerofcode.withgoogle.com,7,1
yandex.ru,7,1
cn.bing.com,6,5
global.bing.com,4,1
