referrer,views_total,views_unique
systemsomicslab.github.io,1927,692
Google,296,90
github.com,145,32
Bing,95,32
chatgpt.com,67,27
nature.com,14,5
DuckDuckGo,12,5
perplexity.ai,11,1
prime.psc.riken.jp,4,1
zenodo.org,2,2
