time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-09 00:00:00+00:00,228,80,285,120
2026-07-10 00:00:00+00:00,147,65,299,102
2026-07-11 00:00:00+00:00,134,61,181,53
2026-07-12 00:00:00+00:00,144,70,84,41
2026-07-13 00:00:00+00:00,195,71,268,114
2026-07-14 00:00:00+00:00,76,31,266,113
2026-07-15 00:00:00+00:00,181,68,252,106
2026-07-16 00:00:00+00:00,1569,67,287,108
2026-07-17 00:00:00+00:00,2318,64,239,108
2026-07-18 00:00:00+00:00,1360,60,120,43
2026-07-19 00:00:00+00:00,220,70,104,34
2026-07-20 00:00:00+00:00,73,36,273,105
2026-07-21 00:00:00+00:00,138,50,243,103
2026-07-22 00:00:00+00:00,144,60,346,132
