time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-24 00:00:00+00:00,72,12,590,149
2025-04-25 00:00:00+00:00,53,12,417,149
2025-04-26 00:00:00+00:00,7,5,142,57
2025-04-27 00:00:00+00:00,4,2,152,57
2025-04-28 00:00:00+00:00,85,12,649,189
2025-04-29 00:00:00+00:00,5,3,412,131
2025-04-30 00:00:00+00:00,4,3,279,120
2025-05-01 00:00:00+00:00,12,7,260,80
2025-05-02 00:00:00+00:00,104,10,300,73
2025-05-03 00:00:00+00:00,12,7,104,41
2025-05-04 00:00:00+00:00,6,4,147,55
2025-05-05 00:00:00+00:00,3,2,191,77
2025-05-06 00:00:00+00:00,31,7,284,105
2025-05-07 00:00:00+00:00,25,7,264,117
