referrer,views_total,views_unique
systemsomicslab.github.io,1846,590
Google,222,65
github.com,78,10
Bing,51,15
trello.com,19,2
chatgpt.com,13,3
nature.com,9,2
DuckDuckGo,3,2
qwant.com,3,2
oods.univie.ac.at,3,1
