referrer,views_total,views_unique
systemsomicslab.github.io,2048,652
Google,187,66
github.com,107,23
Bing,25,9
zenodo.org,20,6
sogou.com,16,1
mail.yahoo.co.jp,12,4
prime.psc.riken.jp,11,8
mail.google.com,7,5
chatgpt.com,6,5
