time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-14 00:00:00+00:00,6.0,5.0,374,90
2024-06-15 00:00:00+00:00,,,79,29
2024-06-16 00:00:00+00:00,4.0,2.0,109,43
2024-06-17 00:00:00+00:00,7.0,6.0,630,166
2024-06-18 00:00:00+00:00,12.0,5.0,446,129
2024-06-19 00:00:00+00:00,16.0,10.0,640,139
2024-06-20 00:00:00+00:00,15.0,7.0,552,124
2024-06-21 00:00:00+00:00,8.0,5.0,474,109
2024-06-22 00:00:00+00:00,3.0,2.0,176,31
2024-06-23 00:00:00+00:00,3.0,2.0,180,31
2024-06-24 00:00:00+00:00,3.0,3.0,686,151
2024-06-25 00:00:00+00:00,6.0,3.0,687,136
2024-06-26 00:00:00+00:00,2.0,2.0,537,127
2024-06-27 00:00:00+00:00,2.0,2.0,355,99
