referrer,views_total,views_unique
systemsomicslab.github.io,1328,634
Google,163,73
Bing,81,46
github.com,66,22
chatgpt.com,26,14
DuckDuckGo,6,3
nature.com,4,3
github.akams.cn,4,1
statics.teams.cdn.office.net,3,1
patcore.com,2,1
