referrer,views_total,views_unique
systemsomicslab.github.io,1706,644
Google,210,55
Bing,148,72
cn.bing.com,114,60
github.com,70,26
DuckDuckGo,15,5
chatgpt.com,8,5
prime.psc.riken.jp,7,4
zenodo.org,6,5
nature.com,4,1
