time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-12 00:00:00+00:00,1.0,1.0,211,84
2024-07-13 00:00:00+00:00,2.0,1.0,99,34
2024-07-14 00:00:00+00:00,1.0,1.0,157,36
2024-07-15 00:00:00+00:00,5.0,2.0,256,92
2024-07-16 00:00:00+00:00,34.0,5.0,299,99
2024-07-17 00:00:00+00:00,,,252,120
2024-07-18 00:00:00+00:00,,,318,119
2024-07-19 00:00:00+00:00,6.0,2.0,231,99
2024-07-20 00:00:00+00:00,,,70,31
2024-07-21 00:00:00+00:00,,,75,30
2024-07-22 00:00:00+00:00,2.0,2.0,436,119
2024-07-23 00:00:00+00:00,1.0,1.0,475,108
2024-07-24 00:00:00+00:00,1.0,1.0,193,76
2024-07-25 00:00:00+00:00,10.0,4.0,357,90
