referrer,views_total,views_unique
systemsomicslab.github.io,1823,676
Google,238,56
Bing,170,80
cn.bing.com,131,62
github.com,78,28
DuckDuckGo,15,5
chatgpt.com,8,5
zenodo.org,6,5
prime.psc.riken.jp,6,3
nature.com,4,1
