referrer,views_total,views_unique
systemsomicslab.github.io,2250,635
github.com,546,15
Google,173,45
Bing,30,8
prime.psc.riken.jp,20,13
mail.google.com,9,2
cn.bing.com,8,4
nerdyturtlez.com,4,2
lms.uwa.edu.au,3,2
zenodo.org,2,2
