time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-16 00:00:00+00:00,3.0,3.0,336,112
2025-01-17 00:00:00+00:00,,,267,91
2025-01-18 00:00:00+00:00,3.0,2.0,99,28
2025-01-19 00:00:00+00:00,2.0,2.0,77,35
2025-01-20 00:00:00+00:00,5.0,3.0,443,115
2025-01-21 00:00:00+00:00,2.0,2.0,351,127
2025-01-22 00:00:00+00:00,1.0,1.0,216,86
2025-01-23 00:00:00+00:00,4.0,4.0,310,119
2025-01-24 00:00:00+00:00,14.0,5.0,374,84
2025-01-25 00:00:00+00:00,1.0,1.0,86,36
2025-01-26 00:00:00+00:00,10.0,2.0,175,20
2025-01-27 00:00:00+00:00,31.0,4.0,326,93
2025-01-28 00:00:00+00:00,4.0,4.0,300,95
2025-01-29 00:00:00+00:00,1.0,1.0,305,91
