referrer,views_total,views_unique
systemsomicslab.github.io,1960,697
Google,299,87
github.com,148,31
Bing,89,36
chatgpt.com,68,30
DuckDuckGo,15,6
nature.com,14,5
prime.psc.riken.jp,4,1
zenodo.org,2,2
claude.ai,2,1
