referrer,views_total,views_unique
systemsomicslab.github.io,1615,573
Bing,196,80
Google,178,59
cn.bing.com,86,47
github.com,84,16
nature.com,31,6
DuckDuckGo,13,3
ecosia.org,13,1
chatgpt.com,10,5
com.google.android.gm,9,2
