referrer,views_total,views_unique
systemsomicslab.github.io,1789,617
Google,96,31
github.com,22,11
Bing,14,8
cn.bing.com,6,6
chatgpt.com,4,2
systemsomicslab-github-io.translate.goog,4,1
prime.psc.riken.jp,3,2
search.brave.com,2,1
DuckDuckGo,2,1
