referrer,views_total,views_unique
systemsomicslab.github.io,1724,590
github.com,339,14
Google,300,90
Bing,173,71
cn.bing.com,110,55
yandex.ru,35,4
DuckDuckGo,16,7
oods.univie.ac.at,9,1
copilot.microsoft.com,7,1
chatgpt.com,5,3
