referrer,views_total,views_unique
systemsomicslab.github.io,1735,764
Google,181,66
github.com,170,26
Bing,111,51
chatgpt.com,22,13
Yahoo,15,6
DuckDuckGo,10,7
claude.ai,9,1
yandex.ru,6,3
zenodo.org,6,3
