time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-22 00:00:00+00:00,8,6,151,57
2025-11-23 00:00:00+00:00,4,4,156,62
2025-11-24 00:00:00+00:00,6,6,294,121
2025-11-25 00:00:00+00:00,12,10,358,132
2025-11-26 00:00:00+00:00,18,10,453,168
2025-11-27 00:00:00+00:00,3,3,386,119
2025-11-28 00:00:00+00:00,15,6,285,125
2025-11-29 00:00:00+00:00,3,3,97,50
2025-11-30 00:00:00+00:00,4,4,93,52
2025-12-01 00:00:00+00:00,55,19,288,129
2025-12-02 00:00:00+00:00,34,12,269,121
2025-12-03 00:00:00+00:00,109,32,334,122
2025-12-04 00:00:00+00:00,39,5,352,145
2025-12-05 00:00:00+00:00,13,12,265,114
