time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-10 00:00:00+00:00,127,42,108,48
2026-01-11 00:00:00+00:00,86,36,134,58
2026-01-12 00:00:00+00:00,103,41,312,132
2026-01-13 00:00:00+00:00,126,46,320,129
2026-01-14 00:00:00+00:00,92,32,409,172
2026-01-15 00:00:00+00:00,66,28,417,178
2026-01-16 00:00:00+00:00,104,39,388,144
2026-01-17 00:00:00+00:00,123,48,228,75
2026-01-18 00:00:00+00:00,128,50,164,70
2026-01-19 00:00:00+00:00,92,37,368,153
2026-01-20 00:00:00+00:00,93,45,334,148
2026-01-21 00:00:00+00:00,330,105,391,176
2026-01-22 00:00:00+00:00,85,36,420,152
2026-01-23 00:00:00+00:00,115,41,303,122
