referrer,views_total,views_unique
systemsomicslab.github.io,1594,671
github.com,136,26
Google,128,77
Bing,75,35
chatgpt.com,30,9
statics.teams.cdn.office.net,15,1
teams.public.onecdn.static.microsoft,13,3
Yahoo,11,2
DuckDuckGo,9,1
server10.head.kumika.local,7,1
