time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-19 00:00:00+00:00,,,195,82
2024-08-20 00:00:00+00:00,4.0,3.0,327,103
2024-08-21 00:00:00+00:00,7.0,4.0,290,108
2024-08-22 00:00:00+00:00,14.0,3.0,422,98
2024-08-23 00:00:00+00:00,3.0,3.0,313,86
2024-08-24 00:00:00+00:00,1.0,1.0,72,38
2024-08-25 00:00:00+00:00,2.0,2.0,96,36
2024-08-26 00:00:00+00:00,3.0,1.0,382,84
2024-08-27 00:00:00+00:00,2.0,2.0,340,96
2024-08-28 00:00:00+00:00,15.0,3.0,335,106
2024-08-29 00:00:00+00:00,1.0,1.0,499,116
2024-08-30 00:00:00+00:00,14.0,3.0,302,104
2024-08-31 00:00:00+00:00,1.0,1.0,117,33
2024-09-01 00:00:00+00:00,2.0,2.0,181,34
