referrer,views_total,views_unique
systemsomicslab.github.io,1546,647
Google,120,43
Bing,119,57
github.com,65,20
nature.com,63,4
statics.teams.cdn.office.net,25,6
gpt.chesspnt.com,18,2
copilot.microsoft.com,6,2
helpdesk.igbmc.u-strasbg.fr,4,1
Baidu,3,3
