time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-13 00:00:00+00:00,43,3,321,85
2024-12-14 00:00:00+00:00,1,1,79,30
2024-12-15 00:00:00+00:00,11,2,91,32
2024-12-16 00:00:00+00:00,14,6,345,97
2024-12-17 00:00:00+00:00,4,3,390,120
2024-12-18 00:00:00+00:00,2,2,402,126
2024-12-19 00:00:00+00:00,8,5,425,124
2024-12-20 00:00:00+00:00,41,4,375,107
2024-12-21 00:00:00+00:00,4,4,196,47
2024-12-22 00:00:00+00:00,6,3,97,30
2024-12-23 00:00:00+00:00,2,1,274,81
2024-12-24 00:00:00+00:00,19,2,174,66
2024-12-25 00:00:00+00:00,2,1,139,51
2024-12-26 00:00:00+00:00,9,1,145,65
