referrer,views_total,views_unique
systemsomicslab.github.io,1052,361
Google,219,29
github.com,95,10
cn.bing.com,16,5
Bing,14,7
nature.com,9,6
DuckDuckGo,3,1
teams.microsoft.com,2,2
boecker-lab.github.io,2,1
prime.psc.riken.jp,1,1
