time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-05 00:00:00+00:00,14.0,11.0,535,144
2025-08-06 00:00:00+00:00,4.0,4.0,285,117
2025-08-07 00:00:00+00:00,14.0,12.0,338,119
2025-08-08 00:00:00+00:00,20.0,11.0,487,102
2025-08-09 00:00:00+00:00,8.0,7.0,209,50
2025-08-10 00:00:00+00:00,5.0,5.0,109,37
2025-08-11 00:00:00+00:00,5.0,5.0,286,118
2025-08-12 00:00:00+00:00,10.0,8.0,264,105
2025-08-13 00:00:00+00:00,2.0,2.0,323,112
2025-08-14 00:00:00+00:00,1.0,1.0,295,117
2025-08-15 00:00:00+00:00,,,193,74
2025-08-16 00:00:00+00:00,,,109,45
2025-08-17 00:00:00+00:00,,,75,43
2025-08-18 00:00:00+00:00,,,469,114
