referrer,views_total,views_unique
systemsomicslab.github.io,1633,520
Google,311,51
github.com,79,16
Bing,19,10
nature.com,11,7
cn.bing.com,6,4
DuckDuckGo,6,2
chatgpt.com,5,2
teams.microsoft.com,2,2
zenodo.org,1,1
