referrer,views_total,views_unique
systemsomicslab.github.io,1926,531
Google,252,31
github.com,173,19
mail.google.com,30,3
cn.bing.com,11,2
prime.psc.riken.jp,9,3
Bing,7,4
zenodo.org,3,3
biorxiv.org,3,1
es.search.yahoo.com,1,1
