referrer,views_total,views_unique
systemsomicslab.github.io,2124,840
Google,252,93
Bing,108,59
github.com,99,42
chatgpt.com,36,12
nature.com,14,7
chat.mistral.ai,14,1
claude.ai,7,2
statics.teams.cdn.office.net,5,2
DuckDuckGo,4,2
