referrer,views_total,views_unique
systemsomicslab.github.io,1414,334
prime.psc.riken.jp,903,315
Google,97,31
github.com,44,13
Bing,23,12
cn.bing.com,9,6
DuckDuckGo,4,3
grpmail.jp,3,2
shin.massbank.jp,2,1
zenodo.org,1,1
