time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-27 00:00:00+00:00,5.0,5.0,392,98
2024-05-28 00:00:00+00:00,4.0,4.0,504,113
2024-05-29 00:00:00+00:00,8.0,5.0,504,113
2024-05-30 00:00:00+00:00,35.0,11.0,585,105
2024-05-31 00:00:00+00:00,15.0,10.0,326,103
2024-06-01 00:00:00+00:00,8.0,4.0,133,36
2024-06-02 00:00:00+00:00,5.0,5.0,135,40
2024-06-03 00:00:00+00:00,13.0,9.0,360,95
2024-06-04 00:00:00+00:00,109.0,9.0,616,116
2024-06-05 00:00:00+00:00,10.0,7.0,428,111
2024-06-06 00:00:00+00:00,20.0,6.0,362,102
2024-06-07 00:00:00+00:00,8.0,6.0,454,101
2024-06-08 00:00:00+00:00,9.0,5.0,99,24
2024-06-09 00:00:00+00:00,,,114,29
