time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-20 00:00:00+00:00,12,9,615,121
2024-05-21 00:00:00+00:00,11,8,774,151
2024-05-22 00:00:00+00:00,12,8,488,129
2024-05-23 00:00:00+00:00,11,8,400,108
2024-05-24 00:00:00+00:00,7,4,452,99
2024-05-25 00:00:00+00:00,3,3,147,39
2024-05-26 00:00:00+00:00,3,2,132,28
2024-05-27 00:00:00+00:00,5,5,392,98
2024-05-28 00:00:00+00:00,4,4,504,113
2024-05-29 00:00:00+00:00,8,5,504,113
2024-05-30 00:00:00+00:00,35,11,585,105
2024-05-31 00:00:00+00:00,15,10,326,103
2024-06-01 00:00:00+00:00,8,4,133,36
2024-06-02 00:00:00+00:00,3,3,132,39
