referrer,views_total,views_unique
systemsomicslab.github.io,1995,834
Google,309,89
github.com,200,40
Bing,89,51
chatgpt.com,25,13
claude.ai,14,2
chat.mistral.ai,14,1
nature.com,10,7
DuckDuckGo,7,3
statics.teams.cdn.office.net,6,3
