time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-30 00:00:00+00:00,112,48,272,125
2026-07-01 00:00:00+00:00,300,59,210,105
2026-07-02 00:00:00+00:00,281,74,206,100
2026-07-03 00:00:00+00:00,195,93,219,92
2026-07-04 00:00:00+00:00,213,102,61,36
2026-07-05 00:00:00+00:00,189,97,161,53
2026-07-06 00:00:00+00:00,158,57,260,122
2026-07-07 00:00:00+00:00,129,59,206,96
2026-07-08 00:00:00+00:00,49,26,262,139
2026-07-09 00:00:00+00:00,228,80,285,120
2026-07-10 00:00:00+00:00,147,65,299,102
2026-07-11 00:00:00+00:00,134,61,181,53
2026-07-12 00:00:00+00:00,144,70,84,41
2026-07-13 00:00:00+00:00,195,71,268,114
